image_id,label
burger/0003_burger.jpg,burger
burger/0004_burger.jpg,burger
burger/0005_burger.jpg,burger
burger/0007_burger.jpg,burger
burger/0008_burger.jpg,burger
burger/0009_burger.jpg,burger
burger/0011_burger.jpg,burger
burger/0012_burger.jpg,burger
burger/0013_burger.jpg,burger
burger/0014_burger.jpg,burger
burger/0015_burger.jpg,burger
burger/0016_burger.jpg,burger
burger/0017_burger.jpg,burger
burger/0018_burger.jpg,burger
burger/0019_burger.jpg,burger
burger/0022_burger.jpg,burger
burger/0023_burger.jpg,burger
burger/0025_burger.jpg,burger
burger/0026_burger.jpg,burger
burger/0028_burger.jpg,burger
burger/0029_burger.jpg,burger
burger/0030_burger.jpg,burger
burger/0034_burger.jpg,burger
burger/0036_burger.jpg,burger
burger/0037_burger.jpg,burger
burger/0038_burger.jpg,burger
burger/0039_burger.jpg,burger
burger/0040_burger.jpg,burger
burger/0041_burger.jpg,burger
burger/0042_burger.jpg,burger
burger/0043_burger.jpg,burger
burger/0044_burger.jpg,burger
burger/0046_burger.jpg,burger
burger/0047_burger.jpg,burger
burger/0051_burger.jpg,burger
burger/0052_burger.jpg,burger
burger/0053_burger.jpg,burger
burger/0054_burger.jpg,burger
burger/0056_burger.jpg,burger
burger/0058_burger.jpg,burger
burger/0060_burger.jpg,burger
burger/0061_burger.jpg,burger
burger/0062_burger.jpg,burger
burger/0063_burger.jpg,burger
burger/0064_burger.jpg,burger
burger/0065_burger.jpg,burger
burger/0066_burger.jpg,burger
burger/0068_burger.jpg,burger
burger/0069_burger.jpg,burger
burger/0070_burger.jpg,burger
burger/0072_burger.jpg,burger
burger/0073_burger.jpg,burger
burger/0074_burger.jpg,burger
burger/0075_burger.jpg,burger
burger/0076_burger.jpg,burger
burger/0077_burger.jpg,burger
burger/0078_burger.jpg,burger
burger/0079_burger.jpg,burger
burger/0080_burger.jpg,burger
burger/0083_burger.jpg,burger
burger/0084_burger.jpg,burger
burger/0086_burger.jpg,burger
burger/0087_burger.jpg,burger
burger/0088_burger.jpg,burger
burger/0089_burger.jpg,burger
burger/0090_burger.jpg,burger
burger/0091_burger.jpg,burger
burger/0092_burger.jpg,burger
burger/0093_burger.jpg,burger
burger/0094_burger.jpg,burger
burger/0095_burger.jpg,burger
burger/0096_burger.jpg,burger
burger/0097_burger.jpg,burger
burger/0098_burger.jpg,burger
burger/0099_burger.jpg,burger
burger/0100_burger.jpg,burger
burger/0102_burger.jpg,burger
burger/0104_burger.jpg,burger
burger/0105_burger.jpg,burger
burger/0106_burger.jpg,burger
burger/0107_burger.jpg,burger
burger/0110_burger.jpg,burger
burger/0111_burger.jpg,burger
burger/0112_burger.jpg,burger
burger/0113_burger.jpg,burger
burger/0114_burger.jpg,burger
burger/0115_burger.jpg,burger
burger/0116_burger.jpg,burger
burger/0117_burger.jpg,burger
burger/0118_burger.jpg,burger
burger/0119_burger.jpg,burger
burger/0120_burger.jpg,burger
burger/0121_burger.jpg,burger
burger/0122_burger.jpg,burger
burger/0123_burger.jpg,burger
burger/0125_burger.jpg,burger
burger/0126_burger.jpg,burger
burger/0127_burger.jpg,burger
burger/0128_burger.jpg,burger
burger/0129_burger.jpg,burger
burger/0130_burger.jpg,burger
burger/0132_burger.jpg,burger
burger/0134_burger.jpg,burger
burger/0135_burger.jpg,burger
burger/0136_burger.jpg,burger
burger/0137_burger.jpg,burger
burger/0138_burger.jpg,burger
burger/0139_burger.jpg,burger
burger/0141_burger.jpg,burger
burger/0142_burger.jpg,burger
burger/0143_burger.jpg,burger
burger/0144_burger.jpg,burger
burger/0145_burger.jpg,burger
burger/0146_burger.jpg,burger
burger/0147_burger.jpg,burger
burger/0148_burger.jpg,burger
burger/0149_burger.jpg,burger
burger/0150_burger.jpg,burger
burger/0151_burger.jpg,burger
burger/0152_burger.jpg,burger
burger/0153_burger.jpg,burger
burger/0154_burger.jpg,burger
burger/0155_burger.jpg,burger
burger/0157_burger.jpg,burger
burger/0158_burger.jpg,burger
burger/0159_burger.jpg,burger
burger/0160_burger.jpg,burger
burger/0161_burger.jpg,burger
burger/0162_burger.jpg,burger
burger/0163_burger.jpg,burger
burger/0164_burger.jpg,burger
burger/0165_burger.jpg,burger
burger/0166_burger.jpg,burger
burger/0167_burger.jpg,burger
burger/0168_burger.jpg,burger
burger/0169_burger.jpg,burger
burger/0170_burger.jpg,burger
burger/0171_burger.jpg,burger
burger/0172_burger.jpg,burger
burger/0173_burger.jpg,burger
burger/0174_burger.jpg,burger
burger/0177_burger.jpg,burger
burger/0179_burger.jpg,burger
burger/0180_burger.jpg,burger
burger/0181_burger.jpg,burger
burger/0182_burger.jpg,burger
burger/0183_burger.jpg,burger
burger/0184_burger.jpg,burger
burger/0186_burger.jpg,burger
burger/0187_burger.jpg,burger
burger/0189_burger.jpg,burger
burger/0191_burger.jpg,burger
burger/0192_burger.jpg,burger
burger/0193_burger.jpg,burger
burger/0194_burger.jpg,burger
burger/0195_burger.jpg,burger
churros/0003_churros.jpg,churros
churros/0004_churros.jpg,churros
churros/0005_churros.jpg,churros
churros/0007_churros.jpg,churros
churros/0008_churros.jpg,churros
churros/0009_churros.jpg,churros
churros/0011_churros.jpg,churros
churros/0012_churros.jpg,churros
churros/0013_churros.jpg,churros
churros/0014_churros.jpg,churros
churros/0015_churros.jpg,churros
churros/0016_churros.jpg,churros
churros/0017_churros.jpg,churros
churros/0018_churros.jpg,churros
churros/0019_churros.jpg,churros
churros/0022_churros.jpg,churros
churros/0023_churros.jpg,churros
churros/0025_churros.jpg,churros
churros/0026_churros.jpg,churros
churros/0028_churros.jpg,churros
churros/0029_churros.jpg,churros
churros/0030_churros.jpg,churros
churros/0034_churros.jpg,churros
churros/0036_churros.jpg,churros
churros/0037_churros.jpg,churros
churros/0038_churros.jpg,churros
churros/0039_churros.jpg,churros
churros/0040_churros.jpg,churros
churros/0041_churros.jpg,churros
churros/0042_churros.jpg,churros
churros/0043_churros.jpg,churros
churros/0044_churros.jpg,churros
churros/0046_churros.jpg,churros
churros/0049_churros.jpg,churros
churros/0051_churros.jpg,churros
churros/0052_churros.jpg,churros
churros/0053_churros.jpg,churros
churros/0054_churros.jpg,churros
churros/0056_churros.jpg,churros
churros/0058_churros.jpg,churros
churros/0060_churros.jpg,churros
churros/0061_churros.jpg,churros
churros/0062_churros.jpg,churros
churros/0063_churros.jpg,churros
churros/0064_churros.jpg,churros
churros/0065_churros.jpg,churros
churros/0066_churros.jpg,churros
churros/0067_churros.jpg,churros
churros/0068_churros.jpg,churros
churros/0069_churros.jpg,churros
churros/0070_churros.jpg,churros
churros/0071_churros.jpg,churros
churros/0072_churros.jpg,churros
churros/0073_churros.jpg,churros
churros/0074_churros.jpg,churros
churros/0075_churros.jpg,churros
churros/0076_churros.jpg,churros
churros/0077_churros.jpg,churros
churros/0078_churros.jpg,churros
churros/0079_churros.jpg,churros
churros/0080_churros.jpg,churros
churros/0082_churros.jpg,churros
churros/0086_churros.jpg,churros
churros/0087_churros.jpg,churros
churros/0088_churros.jpg,churros
churros/0089_churros.jpg,churros
churros/0090_churros.jpg,churros
churros/0091_churros.jpg,churros
churros/0092_churros.jpg,churros
churros/0093_churros.jpg,churros
churros/0094_churros.jpg,churros
churros/0095_churros.jpg,churros
churros/0096_churros.jpg,churros
churros/0097_churros.jpg,churros
churros/0098_churros.jpg,churros
churros/0099_churros.jpg,churros
churros/0100_churros.jpg,churros
churros/0101_churros.jpg,churros
churros/0102_churros.jpg,churros
churros/0103_churros.jpg,churros
churros/0104_churros.jpg,churros
churros/0106_churros.jpg,churros
churros/0108_churros.jpg,churros
churros/0109_churros.jpg,churros
churros/0110_churros.jpg,churros
churros/0111_churros.jpg,churros
churros/0112_churros.jpg,churros
churros/0114_churros.jpg,churros
churros/0115_churros.jpg,churros
churros/0116_churros.jpg,churros
churros/0117_churros.jpg,churros
churros/0118_churros.jpg,churros
churros/0119_churros.jpg,churros
churros/0120_churros.jpg,churros
churros/0121_churros.jpg,churros
churros/0122_churros.jpg,churros
churros/0123_churros.jpg,churros
churros/0124_churros.jpg,churros
churros/0125_churros.jpg,churros
churros/0126_churros.jpg,churros
churros/0128_churros.jpg,churros
churros/0129_churros.jpg,churros
churros/0131_churros.jpg,churros
churros/0132_churros.jpg,churros
churros/0134_churros.jpg,churros
churros/0135_churros.jpg,churros
churros/0136_churros.jpg,churros
churros/0137_churros.jpg,churros
churros/0138_churros.jpg,churros
churros/0139_churros.jpg,churros
churros/0140_churros.jpg,churros
churros/0141_churros.jpg,churros
churros/0143_churros.jpg,churros
churros/0145_churros.jpg,churros
churros/0146_churros.jpg,churros
churros/0147_churros.jpg,churros
churros/0148_churros.jpg,churros
churros/0149_churros.jpg,churros
churros/0152_churros.jpg,churros
churros/0153_churros.jpg,churros
churros/0154_churros.jpg,churros
churros/0156_churros.jpg,churros
churros/0158_churros.jpg,churros
churros/0159_churros.jpg,churros
churros/0160_churros.jpg,churros
churros/0161_churros.jpg,churros
churros/0162_churros.jpg,churros
churros/0163_churros.jpg,churros
churros/0164_churros.jpg,churros
churros/0165_churros.jpg,churros
churros/0167_churros.jpg,churros
churros/0168_churros.jpg,churros
churros/0169_churros.jpg,churros
churros/0170_churros.jpg,churros
churros/0171_churros.jpg,churros
churros/0172_churros.jpg,churros
churros/0173_churros.jpg,churros
churros/0174_churros.jpg,churros
churros/0175_churros.jpg,churros
churros/0176_churros.jpg,churros
churros/0177_churros.jpg,churros
churros/0178_churros.jpg,churros
churros/0180_churros.jpg,churros
churros/0181_churros.jpg,churros
churros/0182_churros.jpg,churros
churros/0183_churros.jpg,churros
churros/0184_churros.jpg,churros
churros/0185_churros.jpg,churros
churros/0186_churros.jpg,churros
churros/0187_churros.jpg,churros
churros/0188_churros.jpg,churros
churros/0189_churros.jpg,churros
churros/0190_churros.jpg,churros
churros/0191_churros.jpg,churros
churros/0192_churros.jpg,churros
churros/0194_churros.jpg,churros
churros/0195_churros.jpg,churros
churros/0196_churros.jpg,churros
churros/0199_churros.jpg,churros
churros/0200_churros.jpg,churros
crepes/0003_crepes.jpg,crepes
crepes/0004_crepes.jpg,crepes
crepes/0005_crepes.jpg,crepes
crepes/0007_crepes.jpg,crepes
crepes/0008_crepes.jpg,crepes
crepes/0009_crepes.jpg,crepes
crepes/0011_crepes.jpg,crepes
crepes/0012_crepes.jpg,crepes
crepes/0013_crepes.jpg,crepes
crepes/0014_crepes.jpg,crepes
crepes/0015_crepes.jpg,crepes
crepes/0016_crepes.jpg,crepes
crepes/0017_crepes.jpg,crepes
crepes/0018_crepes.jpg,crepes
crepes/0019_crepes.jpg,crepes
crepes/0022_crepes.jpg,crepes
crepes/0023_crepes.jpg,crepes
crepes/0025_crepes.jpg,crepes
crepes/0026_crepes.jpg,crepes
crepes/0028_crepes.jpg,crepes
crepes/0029_crepes.jpg,crepes
crepes/0030_crepes.jpg,crepes
crepes/0034_crepes.jpg,crepes
crepes/0036_crepes.jpg,crepes
crepes/0037_crepes.jpg,crepes
crepes/0038_crepes.jpg,crepes
crepes/0039_crepes.jpg,crepes
crepes/0040_crepes.jpg,crepes
crepes/0041_crepes.jpg,crepes
crepes/0042_crepes.jpg,crepes
crepes/0043_crepes.jpg,crepes
crepes/0044_crepes.jpg,crepes
crepes/0046_crepes.jpg,crepes
crepes/0049_crepes.jpg,crepes
crepes/0051_crepes.jpg,crepes
crepes/0052_crepes.jpg,crepes
crepes/0053_crepes.jpg,crepes
crepes/0054_crepes.jpg,crepes
crepes/0056_crepes.jpg,crepes
crepes/0058_crepes.jpg,crepes
crepes/0060_crepes.jpg,crepes
crepes/0061_crepes.jpg,crepes
crepes/0062_crepes.jpg,crepes
crepes/0063_crepes.jpg,crepes
crepes/0064_crepes.jpg,crepes
crepes/0065_crepes.jpg,crepes
crepes/0066_crepes.jpg,crepes
crepes/0067_crepes.jpg,crepes
crepes/0068_crepes.jpg,crepes
crepes/0069_crepes.jpg,crepes
crepes/0070_crepes.jpg,crepes
crepes/0071_crepes.jpg,crepes
crepes/0072_crepes.jpg,crepes
crepes/0073_crepes.jpg,crepes
crepes/0074_crepes.jpg,crepes
crepes/0075_crepes.jpg,crepes
crepes/0076_crepes.jpg,crepes
crepes/0077_crepes.jpg,crepes
crepes/0078_crepes.jpg,crepes
crepes/0079_crepes.jpg,crepes
crepes/0080_crepes.jpg,crepes
crepes/0082_crepes.jpg,crepes
crepes/0086_crepes.jpg,crepes
crepes/0087_crepes.jpg,crepes
crepes/0088_crepes.jpg,crepes
crepes/0089_crepes.jpg,crepes
crepes/0090_crepes.jpg,crepes
crepes/0091_crepes.jpg,crepes
crepes/0092_crepes.jpg,crepes
crepes/0093_crepes.jpg,crepes
crepes/0094_crepes.jpg,crepes
crepes/0095_crepes.jpg,crepes
crepes/0096_crepes.jpg,crepes
crepes/0097_crepes.jpg,crepes
crepes/0098_crepes.jpg,crepes
crepes/0099_crepes.jpg,crepes
crepes/0100_crepes.jpg,crepes
crepes/0101_crepes.jpg,crepes
crepes/0102_crepes.jpg,crepes
crepes/0103_crepes.jpg,crepes
crepes/0104_crepes.jpg,crepes
crepes/0106_crepes.jpg,crepes
crepes/0108_crepes.jpg,crepes
crepes/0109_crepes.jpg,crepes
crepes/0110_crepes.jpg,crepes
crepes/0111_crepes.jpg,crepes
crepes/0112_crepes.jpg,crepes
crepes/0114_crepes.jpg,crepes
crepes/0115_crepes.jpg,crepes
crepes/0116_crepes.jpg,crepes
crepes/0117_crepes.jpg,crepes
crepes/0118_crepes.jpg,crepes
crepes/0119_crepes.jpg,crepes
crepes/0120_crepes.jpg,crepes
crepes/0121_crepes.jpg,crepes
crepes/0122_crepes.jpg,crepes
crepes/0123_crepes.jpg,crepes
crepes/0124_crepes.jpg,crepes
crepes/0125_crepes.jpg,crepes
crepes/0126_crepes.jpg,crepes
crepes/0128_crepes.jpg,crepes
crepes/0129_crepes.jpg,crepes
crepes/0131_crepes.jpg,crepes
crepes/0132_crepes.jpg,crepes
crepes/0134_crepes.jpg,crepes
crepes/0135_crepes.jpg,crepes
crepes/0136_crepes.jpg,crepes
crepes/0137_crepes.jpg,crepes
crepes/0138_crepes.jpg,crepes
crepes/0139_crepes.jpg,crepes
crepes/0140_crepes.jpg,crepes
crepes/0141_crepes.jpg,crepes
crepes/0143_crepes.jpg,crepes
crepes/0145_crepes.jpg,crepes
crepes/0146_crepes.jpg,crepes
crepes/0147_crepes.jpg,crepes
crepes/0148_crepes.jpg,crepes
crepes/0149_crepes.jpg,crepes
crepes/0152_crepes.jpg,crepes
crepes/0153_crepes.jpg,crepes
crepes/0154_crepes.jpg,crepes
crepes/0156_crepes.jpg,crepes
crepes/0158_crepes.jpg,crepes
crepes/0159_crepes.jpg,crepes
crepes/0160_crepes.jpg,crepes
crepes/0161_crepes.jpg,crepes
